Symbol,Name,PricetoBookValue,Gross Profit(Quart),Return on Equity (TTM),Fixed Asset Turnover(Quartl),Earning Yield(forward 1y),Free Cash Flow Yield(TTM),30 D Avg Daily Volume,Momentum Score,Market Cap,Total Returns Price,3M Price Returns (Daily)
DGICA,Donegal Group,0.9816,14890.0,0.0297,27.34,2.701,0.1723,2233513.0,4.0,43497.0,15.92,0.0179
DGII,Digi International,0.9327,2248.0,0.0293,3.4,3.752,0.0113,7568313.0,3.0,29061.0,10.95,0.1005
DGWPF,Draegerwerk AG & Co KGaA,1.26,28358.0,0.0703,1.383,5.374,0.0933,0.0,8.0,14390.0,81.0,0.0
DGX,Quest Diagnostics,2.684,77300.0,0.152,1.876,5.294,0.0615,1288.0,8.0,12610.0,92.42,-0.1522
DHI,D.R. Horton,2.068,81530.0,0.1444,14.23,6.475,0.0138,4620.0,7.0,15380.0,41.08,0.1911
DHIL,Diamond Hill Inv Gr,4.309,14890.0,0.3548,9.771,7.178,0.0326,128385.0,5.0,73564.0,213.0,0.073
DHR,Danaher,2.476,24820.0,0.092,1.867,3.56,0.0392,2449.0,5.0,60880.0,87.63,0.0567
DICCF,DIC,1.164,40331.0,0.1328,0.8619,23.96,0.0393,156.0,9.0,29860.0,31.5,0.0
DIDAF,Distribuidora,10.54,14890.0,0.3724,1.109,3.197,-0.2041,228.0,5.0,35560.0,5.809,-0.0286
DIFTY,Daito Trust Construction,5.548,64113.0,0.4673,3.182,8.079,0.0873,35647.0,7.0,13560.0,45.2,0.1217
DII.B.TO,Dorel Industries,0.7121,19644.0,0.0285,3.233,5.568,0.1244,2834527.0,4.0,99999.0,30.86,-0.0783
DIN,DineEquity,3.224,9185.0,0.3219,0.7684,9.947,0.0926,2994165.0,2.0,81067.0,45.04,0.0526
DIOD,Diodes,1.831,9014.0,0.033,0.6349,1.839,0.0486,2509462.0,8.0,15130.0,30.84,0.2486
DIPGY,Datang International,0.6977,36743.0,-0.0817,0.0823,-11.12,0.0415,17.0,7.0,41930.0,6.3,-0.0156
DIS,Walt Disney,3.632,65210.0,0.2075,0.5165,5.744,0.054,8456.0,6.0,154460.0,100.07,-0.0317
DISCA,Discovery Communications,1.469,11110.0,0.2093,3.428,9.465,0.103,3395.0,3.0,81150.0,21.41,-0.1695
DISH,DISH Network,4.746,93928.0,0.2333,1.458,4.793,-0.1236,1978.0,6.0,24860.0,53.33,-0.1588
DJCO,Daily Journal,2.095,8578.0,-0.0059,0.8606,-0.2603,-0.0083,178107.0,3.0,31298.0,226.68,0.1052
DK,Delek US Holdings,2.19,1080.0,-0.1435,1.135,-5.017,0.0078,1099.0,9.0,21260.0,26.12,0.0163
DKILY,Daikin Industries,3.018,15710.0,0.1962,1.243,6.184,0.0769,35528.0,6.0,30040.0,205.49,0.0091
DKS,Dick's Sporting Goods,1.572,63722.0,0.1628,1.356,10.14,0.1057,2189.0,1.0,30210.0,27.62,-0.3032
DL,China Distance Education,5.794,1919.0,0.5554,2.488,9.003,0.0415,2735507.0,2.0,23141.0,7.02,-0.1449
DLA,Delta Apparel,1.024,2227.0,0.07,2.439,5.636,-0.0001,342573.0,8.0,16101.0,21.5,0.007
DLAKY,Deutsche Lufthansa,1.839,35210.0,0.3287,0.4246,14.68,0.0949,2788817.0,10.0,13200.0,28.16,0.2231
DLB,Dolby Laboratories,2.77,27354.0,0.1015,0.6452,3.396,0.0423,5051173.0,5.0,58590.0,57.42,0.1642
DLPH,Delphi Automotive,9.259,89900.0,0.4989,1.193,5.618,0.0434,1653.0,8.0,26800.0,100.45,0.1582
DLR,Digital Realty Trust,5.836,36311.0,0.1228,0.0618,1.184,-0.0418,1873.0,7.0,24280.0,118.22,0.081
DLTR,Dollar Tree Stores,3.614,16280.0,0.1733,1.701,4.528,0.056,2359.0,4.0,21180.0,89.42,0.3164
DLX,Deluxe,3.754,30602.0,0.2603,5.785,6.638,0.0823,2441343.0,5.0,35630.0,73.68,0.0692
DMRC,Digimarc,5.09,3467.0,-0.3521,1.468,-6.648,-0.0544,576312.0,3.0,40844.0,36.25,-0.056
DNACF,DeNA,1.51,19326.0,0.2689,17.24,16.94,0.0459,17337.0,2.0,32990.0,22.74,-0.0013
DNBF,DNB Financial,1.426,14890.0,0.0858,1.169,6.534,0.0902,548583.0,8.0,14173.0,33.25,-0.0278
DNHBY,DNB,1.306,14890.0,0.0921,1.503,6.531,0.6766,654922.0,9.0,32280.0,19.83,0.1509
DNKEY,Danske Bank,1.442,14890.0,0.1229,1.109,8.221,0.7294,1515743.0,8.0,36140.0,19.83,0.0056
DNKN,Dunkin Brands Group,2.2255000000000003,18204.0,-1.264,1.275,4.034,0.0478,9724896.0,6.0,50100.0,55.52,0.0033
DNPLY,Dai Nippon Printing Co,0.394,59219.0,0.0324,0.7014,7.411,0.0791,789207.0,7.0,36190.0,11.99,0.092
DNTUF,Dentsu,1.548,17760.0,0.0853,1.098,5.095,0.0653,0.0,4.0,13220.0,46.37,-0.1557
DNZOY,Denso,1.338,17620.0,0.1364,0.7822,9.692,0.0423,816277.0,7.0,39710.0,25.46,0.2061
DO,Diamond Offshore Drilling,0.5371,19628.0,0.0456,0.0719,10.98,0.1605,2749.0,3.0,20360.0,14.84,0.4066
DOC,Physicians Realty Trust,1.526,5608.0,0.0185,0.0269,1.975,0.054,1235.0,3.0,31660.0,17.67,-0.0859
DOL.TO,Dollarama,2.2255000000000003,32200.0,4.568,1.825,3.003,0.0271,4455744.0,8.0,15450.0,137.51,0.1387
DOOR,Masonite International,2.95,10733.0,0.1463,0.9504,4.822,0.0409,2261556.0,4.0,20110.0,68.05,-0.0816
DOV,Dover,3.597,74945.0,0.1623,2.071,3.796,0.0387,9274965.0,7.0,14650.0,94.07,0.1443
DOX,Amdocs,2.645,33806.0,0.1216,2.893,4.419,0.048,8200509.0,5.0,94730.0,65.17,0.0196
DPLO,Diplomat Pharmacy,2.318,8483.0,0.0199,55.1,0.7881,0.0273,6030842.0,2.0,14730.0,21.57,0.4948
DPS,Dr Pepper Snapple Group,7.443,10790.0,0.358,1.601,4.601,0.0467,1142.0,5.0,16040.0,88.26,-0.0091
DPSGY,Deutsche Post,4.229,73080.0,0.2604,1.789,5.311,0.0225,449945.0,8.0,52960.0,43.8,0.1646
DPZ,Domino's Pizza,2.2255000000000003,19284.0,-0.1321,4.562,2.444,0.027,9894105.0,7.0,99110.0,205.39,-0.0165
DQJCY,Don Quijote Holdings,2.604,49210.0,0.134,0.6816,4.329,0.0247,874663.0,6.0,60230.0,9.52,0.0462
DR.TO,Medical Facilities,2.517,9045.0,0.2522,1.031,7.11,0.11,1105891.0,3.0,48648.0,15.7,0.1271
DRE,Duke Realty,2.237,12563.0,0.3927,0.0336,3.443,-0.0549,2054.0,5.0,10320.0,29.01,0.0615
DRG.UN.TO,Dream Global REIT,1.263,3763.0,0.0609,0.0207,5.213,0.0176,4844683.0,8.0,19360.0,11.04,0.0073
DRH,Diamondrock Hospitality,1.196,9004.0,0.0541,0.0886,4.455,0.0448,1742.0,6.0,21950.0,10.96,-0.0386
DRI,Darden Restaurants,4.856,41380.0,0.2492,0.8434,4.814,0.0543,2159.0,8.0,99970.0,80.83,-0.0987
DRM.TO,DREAM Unlimited,0.9636,1809.0,0.0639,1.109,3.063,0.1248,672188.0,4.0,79612.0,7.29,-0.0014
DRQ,Dril-Quip,1.202,4037.0,0.0149,0.4032,1.24,0.06,5451056.0,2.0,16570.0,43.8,-0.0759
DRT.TO,Dirtt Environmental Solns,2.767,2987.0,0.0232,1.243,1.013,-0.0368,3167814.0,6.0,48533.0,5.72,-0.0906
DSDVY,DSV,6.062,62353.0,0.1876,6.037,2.885,0.0152,227634.0,9.0,13560.0,36.4,0.2025
DSEEY,Daiwa Securities Group,0.8615,14890.0,0.0803,0.9674,9.952,1.071,284851.0,4.0,96610.0,5.76,-0.0237
DSG.TO,The Descartes Systems Gr,4.755,5548.0,0.0606,5.061,1.336,0.0341,1388279.0,8.0,27060.0,35.62,0.1717
DSKIF,Daiseki,2.105,3350.0,0.1163,0.4954,5.405,0.0391,81.0,8.0,10880.0,25.45,0.1409
DSNKY,Daiichi Sankyo,1.384,14310.0,0.0972,1.109,7.216,0.0501,974593.0,4.0,14710.0,22.18,0.0011
DSRLF,Diasorin,6.415,12245.0,0.1933,1.805,2.786,0.0254,306.0,8.0,48570.0,88.7,0.4729
DST,DST Systems,2.746,13100.0,0.5622,1.899,7.014,0.0114,4667618.0,3.0,33690.0,55.67,-0.0765
DSW,DSW,1.734,19697.0,0.1282,1.842,7.087,0.0778,2065.0,3.0,16870.0,21.0,0.2125
DTCWY,Deutsche Wohnen SE,1.492,19387.0,0.2039,3.817,0.4667,0.0287,71856.0,6.0,15040.0,21.2,0.0522
DTE,DTE Energy,2.126,12110.0,0.1157,0.143,5.458,-0.0119,7927345.0,7.0,19320.0,107.68,0.0239
DTEGY,Deutsche Telekom,2.572,10570.0,0.0201,0.4042,0.786,-0.0502,2004846.0,6.0,85780.0,18.42,0.036
DUK,Duke Energy,1.435,39380.0,0.0577,0.0662,4.052,-0.0358,2303.0,6.0,59240.0,84.64,0.0172
DVA,DaVita,2.25,10180.0,0.2657,1.208,11.72,0.0978,1746.0,3.0,11440.0,59.82,-0.0512
DVN,Devon Energy,2.726,11710.0,0.3859,0.1969,14.93,0.0152,4202.0,2.0,18810.0,35.78,0.1856
DWAHY,Daiwa House Industry,1.962,16010.0,0.2277,0.5694,11.49,0.0335,363855.0,8.0,23100.0,34.81,0.0259
DWCH,Datawatch,4.343,8218.0,-0.1541,7.908,-3.739,0.0044,1128981.0,9.0,14029.0,11.5,0.25
DWDP,DowDuPont,3.066,3070.0,0.1166,0.5778,5.115,0.0167,9053.0,8.0,87130.0,71.22,0.1205
DX,Dynex Capital,0.947,14890.0,0.2285,1.109,21.69,0.5938,3277624.0,5.0,34956.0,7.1,0.0245
DXPE,DXP Enterprises,2.17,6894.0,0.064,4.363,2.773,0.0744,855704.0,4.0,55859.0,32.1,-0.048
DY,Dycom Industries,3.909,17329.0,0.2552,1.949,5.838,0.0205,8138941.0,3.0,26260.0,84.45,-0.0571
DYN,Dynegy,0.7251,48300.0,-0.069,0.1212,-6.819,0.2844,2486.0,2.0,12490.0,9.51,0.2192
E,Eni,1.059,36720.0,0.0139,0.2272,1.166,0.0005,260794.0,6.0,59220.0,32.59,0.0973
EA,Electronic Arts,8.265,12950.0,0.3015,3.331,3.103,0.0422,2191.0,9.0,37080.0,120.09,0.1356
EADSY,Airbus SE,7.067,22920.0,0.1186,0.9381,1.091,0.0156,2905364.0,9.0,73150.0,23.62,0.1205
EBAY,eBay,3.62,17670.0,0.7904,1.535,16.83,0.0478,7220.0,6.0,41540.0,38.81,0.1405
EBF,Ennis,2.016,3079.0,0.112,1.969,5.75,0.0905,7511893.0,7.0,51597.0,20.3,0.0741
EBIX,Ebix,4.667,5646.0,0.2318,2.191,4.7,0.0338,1622864.0,4.0,20430.0,64.95,0.2072
EBS,Emergent BioSolutions,2.689,6615.0,0.1211,0.2647,3.556,0.0209,2675721.0,8.0,16690.0,40.5,0.2029
EBSB,Meridian Bancorp,1.616,14890.0,0.0682,0.9908,4.191,0.0462,187219.0,6.0,10130.0,18.85,0.122
EBTC,Enterprise Bancorp,1.883,14890.0,0.0955,0.7833,4.796,0.0556,875763.0,7.0,42866.0,37.53,0.0345
EC,Ecopetrol,1.319,13470.0,0.0793,0.1623,5.968,0.2172,7702313.0,5.0,19530.0,9.5,0.0674
ECA.TO,Encana,1.556,73719.0,0.1308,0.1311,5.711,-0.0677,4296.0,4.0,13710.0,14.09,0.2763
ECHO,Echo Global Logistics,1.612,8161.0,-0.0103,7.964,-0.6616,0.0145,4888094.0,2.0,56070.0,19.65,0.0051
ECI.TO,EnerCare,3.706,16936.0,0.0914,0.5011,2.773,0.0164,1362851.0,7.0,22020.0,20.9,0.0306
ECL,Ecolab,5.519,15910.0,0.1892,1.0,3.411,0.0286,9133695.0,5.0,38190.0,131.97,-0.0016
ECOL,US Ecology,4.09,3590.0,0.1007,0.7747,2.379,0.0238,60655.0,6.0,11740.0,53.8,0.0559
ECPCY,Estacio Participacoes,3.796,13860.0,0.2085,1.512,5.324,0.0268,1877233.0,10.0,31420.0,10.16,1.248
ECPG,Encore Capital Group,2.123,14890.0,0.1093,4.07,5.279,0.1,229666.0,9.0,11750.0,45.65,0.1441
ED,Consolidated Edison,1.721,20380.0,0.0885,0.0732,4.777,-0.0101,1344.0,6.0,24930.0,81.56,0.0146
EDR,Education Realty Trust,1.508,4370.0,0.0184,0.0337,1.296,-0.0222,6209095.0,3.0,26620.0,36.37,-0.0449
EDRWY,Electric Power,0.7298,9500.0,0.1019,0.1176,13.44,0.3718,9313.0,5.0,47250.0,25.81,0.0173
EDU,New Oriental Education,8.596,28710.0,0.178,1.794,1.899,0.0415,1555.0,10.0,14450.0,91.63,0.2906
EE,El Paso Electric,2.125,18595.0,0.1058,0.0879,4.956,-0.0119,1953005.0,7.0,23080.0,56.85,0.1235
EEFT,Euronet Worldwide,4.818,21922.0,0.1803,2.338,3.225,0.0442,2477601.0,7.0,51160.0,97.38,0.1283
EFC,Ellington Financial,0.8039,14890.0,0.0349,1.109,5.987,-0.2654,1198661.0,4.0,50321.0,15.67,-0.0375
EFH.TO,Echelon Financial,1.088,14890.0,0.0003,60.8,8.935,-0.9919,315683.0,7.0,15777.0,13.43,-0.0074
EFII,Electronics for Imaging,2.332,12725.0,0.0551,2.364,2.551,0.0569,7800353.0,3.0,19550.0,42.15,-0.1001
EFN.TO,Element Fleet Management,1.161,14890.0,0.0816,0.2156,4.655,-0.1664,1566.0,4.0,38700.0,9.98,0.0594
EFSC,Enterprise Financial,1.832,14890.0,0.1118,1.569,7.124,0.0692,920707.0,7.0,10050.0,42.85,0.0413
EFSI,Eagle Financial Services,1.228,14890.0,0.0901,0.419,7.116,-0.0125,64003.0,8.0,10216.0,29.4,-0.0812
EFX,Equifax,4.436,56300.0,0.2073,1.754,4.248,0.047,6752.0,5.0,13400.0,111.34,-0.1886
EFX.TO,Enerflex,1.422,7741.0,0.0162,1.491,4.192,0.0521,178429.0,8.0,16030.0,18.15,-0.0173
EGBN,Eagle Bancorp,2.574,14890.0,0.1244,3.771,4.515,0.0498,1140438.0,7.0,23240.0,68.0,0.0751
EGDCY,Energy Development,2.359,9452.0,0.1811,0.0899,7.478,0.0924,0.0,6.0,24730.0,13.2,0.1168
EGHT,8x8,4.152,5255.0,-0.0222,3.187,-0.4235,0.009,5207795.0,5.0,12950.0,14.1,-0.0035
EGIEY,ENGIE Brasil Energia,3.502,22900.0,0.2662,0.158,7.43,0.0505,157923.0,5.0,75720.0,11.6,0.1037
EGOV,NIC,7.549,3454.0,0.3855,8.877,4.913,0.0524,5301783.0,2.0,11460.0,17.3,-0.0572
EGP,EastGroup Properties,4.286,4765.0,0.1233,0.0388,1.928,-0.0537,1854313.0,8.0,30710.0,89.51,0.1099
EHTH,eHealth,4.696,2775.0,-0.0656,5.119,-1.466,0.0002,1638546.0,10.0,46079.0,24.86,0.3826
EIF.TO,Exchange Income,1.882,10798.0,0.1287,0.3568,5.815,-0.1709,1058777.0,5.0,10590.0,34.27,0.1232
EIG,Employers Holdings,1.673,14890.0,0.1233,8.017,6.94,0.0747,965104.0,8.0,15040.0,46.4,0.0969
EJPRY,East Japan Railway,1.446,24950.0,0.1638,0.1132,11.1,0.0066,3609777.0,5.0,34720.0,15.14,-0.0387
EKRNF,Ekornes,4.853,6604.0,0.1757,0.9881,5.784,0.0908,34093.0,6.0,52841.0,14.35,0.0399
EKTAY,Elekta,5.136,17667.0,0.0181,4.681,1.505,0.0302,105729.0,6.0,39370.0,10.3,0.101
EL,The Estee Lauder,9.211,22810.0,0.3198,1.783,3.466,0.0317,1844.0,7.0,40380.0,109.74,0.1571
ELF.TO,E-L Financial Corp,0.6352,14890.0,0.1324,1.109,17.91,0.0876,75603.0,8.0,33440.0,832.01,-0.0212
ELGX,Endologix,4.941,3222.0,-0.6679,2.229,-15.76,-0.1201,8114801.0,1.0,47808.0,5.73,0.1962
ELLI,Ellie Mae,4.024,6586.0,0.088,0.6979,1.804,0.0132,3451899.0,3.0,28780.0,83.72,-0.2159
ELMUF,Elisa,5.283,30268.0,0.3483,0.6057,6.462,0.0518,0.0,4.0,53130.0,33.3,0.0
ELP,Energy Company of Parana,0.5441,22633.0,0.0262,0.3492,12.68,-0.0811,3860107.0,3.0,25010.0,9.14,0.187
ELS,Equity Lifestyle,8.337,11200.0,0.2086,0.0676,0.1148,0.0298,4674633.0,7.0,75250.0,86.49,0.0145
ELUXY,Electrolux,4.814,77014.0,0.2993,1.685,5.641,0.0708,836207.0,8.0,98560.0,68.59,0.0413
ELY,Callaway Golf,2.099,14816.0,0.3078,5.055,12.37,0.0472,1097.0,7.0,13680.0,14.5,0.1545
EMA.TO,Emera,1.661,94300.0,0.0761,0.0856,2.579,-0.0478,538354.0,6.0,10190.0,48.01,0.012
EMBVF,Arca Continental,2.614,89752.0,0.127,0.7011,11.6,0.0297,73417.0,7.0,12090.0,6.85,-0.0927
EMCI,EMC Insurance Group,1.052,14890.0,0.067,1.109,6.348,0.104,280655.0,5.0,60207.0,28.2,0.0166
EME,EMCOR Group,2.642,27450.0,0.1298,14.63,4.843,0.0659,2964627.0,6.0,41690.0,70.45,0.0564
EML,Eastern Co,2.17,1400.0,0.0972,2.107,4.324,0.0548,1415577.0,8.0,18528.0,29.6,-0.0133
EMN,Eastman Chemical,2.74,65100.0,0.2012,0.4511,7.119,0.0486,1257.0,8.0,13180.0,91.0,0.0885
EMP.A.TO,Empire Co,1.639,15520.0,0.0402,2.085,2.385,0.0315,549863.0,4.0,60370.0,22.22,0.0054
EMR,Emerson Electric,5.118,16780.0,0.1854,1.306,3.94,0.0382,2547.0,7.0,40770.0,63.7,0.0764
EMYB,Embassy Bancorp,1.449,14890.0,0.1062,3.987,8.257,0.0835,313023.0,9.0,11181.0,15.02,0.0047
ENB.TO,Enbridge,1.658,41980.0,0.0735,0.1117,3.463,-0.0154,2200.0,4.0,85270.0,51.81,0.0068
ENGGY,Enagas,2.304,14890.0,0.1919,0.0689,7.876,0.1067,183265.0,5.0,65190.0,13.67,0.0247
ENGH.TO,Enghouse Systems,4.947,5777.0,0.1903,15.27,3.652,0.0467,2243403.0,4.0,14020.0,52.02,0.0087
ENLAY,ENEL S.p.A,1.49,46180.0,0.0733,0.1892,4.69,0.0202,1034238.0,9.0,59270.0,5.83,0.0959
ENS,EnerSys,2.553,16310.0,0.1512,1.767,6.494,0.0479,2918052.0,4.0,29690.0,68.41,-0.0559
ENSG,Ensign Group,2.481,4875.0,0.0997,0.914,4.083,0.0082,1429061.0,5.0,11520.0,22.65,0.0689
ENTG,Entegris,4.179,15030.0,0.1315,0.9791,2.902,0.0416,830547.0,9.0,41050.0,28.95,0.307
ENZY,Enzymotec,1.889,654.0,-0.0495,0.4511,-2.681,-0.0044,3759283.0,9.0,25584.0,11.15,0.4575
EOCC,Enel Generacion Chile,2.745,18035.0,0.3087,1.109,8.123,0.146,1121018.0,7.0,73840.0,27.01,0.1733
EOG,EOG Resources,3.996,21010.0,-0.0214,0.1021,0.4649,0.0032,2645.0,4.0,55540.0,96.19,0.0853
EPAM,EPAM Systems,5.15,12884.0,0.1401,4.56,2.339,0.0303,3416433.0,7.0,47370.0,90.18,0.0916
EPAY,Bottomline Technologies,5.142,4900.0,-0.1196,1.712,-2.083,0.026,3649666.0,8.0,13470.0,33.35,0.3229
EPC,Edgewell Personal Care,2.138,32210.0,0.1116,1.385,5.409,0.0546,3690818.0,4.0,40930.0,71.84,-0.0366
EPLYF,EPS Holdings,2.168,4024.0,0.116,3.604,5.228,0.0102,0.0,9.0,77892.0,16.87,0.2426
EPM,Evolution Petroleum,3.388,5448.0,0.1147,0.1418,2.979,0.027,1261213.0,8.0,23199.0,7.05,-0.1455
EPR,EPR Properties,1.784,14890.0,0.1068,0.0266,5.019,0.0718,4699443.0,3.0,51750.0,70.26,-0.0135
EQB.TO,Equitable Group,0.9362,14890.0,0.18,1.109,21.86,0.4541,2030207.0,4.0,92522.0,56.15,-0.0483
EQC,Equity Commonwealth,1.195,5432.0,0.0371,0.051,0.4817,0.0034,642995.0,4.0,37850.0,30.5,-0.0252
EQIX,Equinix,5.363,54422.0,0.0376,0.1304,0.7157,-0.0046,511251.0,8.0,34980.0,448.83,0.0727
EQR,Equity Residential,2.379,40407.0,0.0795,0.0308,2.006,0.0184,1574.0,6.0,24400.0,66.42,0.0236
EQT,EQT,1.819,48762.0,0.0009,0.049,0.0157,-0.1708,2847.0,3.0,11030.0,63.61,0.0781
ERA,Era Group,0.5078,1654.0,-0.031,0.0714,-8.072,-0.0146,6113897.0,9.0,23514.0,11.05,0.1882
ERELY,Erdemir,1.773,32200.0,0.1946,0.3837,10.3,0.0901,1503.0,10.0,77880.0,11.48,0.1971
ERF.TO,Enerplus,1.73,18267.0,0.8001,0.3316,30.45,-0.0224,1480.0,8.0,27970.0,11.55,0.1224
ERI,Eldorado Resorts,2.454,16138.0,-0.0863,0.3393,1.604,-0.0043,9135478.0,9.0,20240.0,26.4,0.375
ERIC,LM Ericsson Telephone,1.29,15820.0,-0.1018,2.994,-8.568,0.0663,6298.0,3.0,18770.0,5.73,-0.1952
ERIE,Erie Indemnity,7.276,14890.0,0.2522,6.509,3.361,0.0337,3168047.0,7.0,62080.0,118.73,-0.0322
ERJ,Embraer,1.057,31710.0,0.0688,0.815,9.242,-0.103,1246.0,7.0,41710.0,22.71,0.2144
EROS,Eros International,1.08,2041.0,0.0049,5.083,0.2122,-0.0862,849448.0,2.0,86887.0,14.3,0.2381
ES,Eversource Energy,1.758,12130.0,0.0919,0.0807,5.118,-0.0078,1466.0,7.0,19130.0,60.38,0.0065
ESALY,Eisai Co,2.907,83221.0,0.0811,1.378,2.862,0.0446,47847.0,3.0,14950.0,52.27,-0.0328
ESCA,Escalade,1.884,1308.0,0.1105,3.819,5.711,0.0738,1325823.0,5.0,19608.0,13.65,0.0664
ESE,ESCO Technologies,2.469,6233.0,0.0825,1.384,3.214,0.0227,6870547.0,7.0,15910.0,61.6,0.0414
ESI.TO,Ensign Energy Services,0.6061,5510.0,-0.0785,0.0821,-13.97,0.0072,159789.0,4.0,10460.0,6.73,-0.0059
ESL,Esterline Technologies,1.606,17063.0,0.0826,1.489,5.106,0.0487,1830821.0,6.0,27880.0,93.0,-0.0297
ESLT,Elbit Systems,3.894,24233.0,0.1529,1.681,3.596,0.0177,2895583.0,9.0,63930.0,149.56,0.2051
ESND,Essendant,0.8401,17756.0,-0.2129,10.01,4.729,0.4913,2425139.0,2.0,49877.0,13.29,-0.068
ESNT,Essent Group,2.502,14890.0,0.1916,17.03,7.006,0.0784,680398.0,9.0,37470.0,40.11,0.0486
ESRT,Empire State Realty,5.724,13626.0,0.059,0.0915,1.88,0.0012,8495539.0,4.0,65840.0,20.75,0.0197
ESRX,Express Scripts Holding,2.288,21610.0,0.2221,20.01,9.172,0.146,3208.0,3.0,36020.0,62.36,-0.0027
ESS,Essex Property Trust,2.685,24080.0,0.0824,0.0308,1.502,0.0069,3412129.0,7.0,16960.0,257.01,0.0117
ESSA,ESSA Bancorp,1.01,14890.0,0.0388,0.8075,5.835,0.1084,105515.0,6.0,18240.0,15.73,0.0487
ESV,Ensco,0.2109,16620.0,0.0066,0.0413,1.232,-0.0209,1854.0,2.0,17260.0,5.68,0.1248
ET.TO,Evertz Technologies,4.132,6116.0,0.187,2.475,4.819,0.0484,2367833.0,7.0,13260.0,17.43,-0.0213
ETH,Ethan Allen Interiors,2.151,10840.0,0.0909,0.7189,4.076,0.0695,2624201.0,3.0,86184.0,31.4,0.0016
ETM,Entercom Communications,1.387,3397.0,0.0557,1.933,9.469,0.0524,4834562.0,3.0,50135.0,12.3,0.2239
ETN,Eaton,2.224,16820.0,0.1293,1.464,5.633,0.0558,2249.0,6.0,34580.0,77.75,-0.0102
ETR,Entergy,1.687,17680.0,-0.0984,0.0915,7.545,-0.0736,1104.0,5.0,14120.0,78.65,0.0414
EUSHY,Eurocash,5.998,17478.0,0.0443,9.092,0.7767,0.0303,1473.0,5.0,14680.0,10.55,0.2412
EV,Eaton Vance,6.476,32796.0,0.3527,8.42,4.757,0.0244,5868081.0,7.0,58360.0,50.05,0.0685
EVBN,Evans Bancorp,1.787,14890.0,0.1002,1.199,6.675,0.0523,886097.0,9.0,20652.0,43.25,0.0653
EVC,Entravision Comms,2.739,3183.0,0.1018,1.273,3.478,0.0845,2799314.0,2.0,51991.0,5.75,-0.1154
EVHC,Envision Healthcare,0.8471,1890.0,-0.1016,6.435,-2.576,0.11,2324.0,2.0,53820.0,44.54,-0.2648
EVI,EnviroStar,7.634,5671.0,0.1593,23.51,1.277,0.0105,563207.0,10.0,24599.0,23.5,-0.0208
EVKIF,Evonik Industries,2.003,13090.0,0.1174,0.5666,4.836,0.0289,3467.0,5.0,16540.0,35.5,0.097
EVR,Evercore,6.76,14890.0,0.368,6.322,5.14,0.1492,3432705.0,9.0,31010.0,79.0,0.1088
EVSBY,EVS Broadcast Equipment,4.403,2317.0,0.2519,0.5674,5.391,0.0682,0.0,7.0,48945.0,9.06,0.0
EVTC,Evertec,8.806,6048.0,0.6997,2.824,6.538,0.1124,8034613.0,6.0,11470.0,15.85,-0.0649
EW,Edwards Lifesciences,8.006,63070.0,0.266,1.384,3.084,0.0224,1291.0,4.0,23540.0,111.46,-0.048
EWBC,East West Bancorp,2.362,14890.0,0.1468,2.634,5.186,0.0861,7748507.0,9.0,86710.0,60.01,0.0077
EXAC,Exactech,1.971,4627.0,0.0033,0.583,0.0885,0.0074,3039453.0,6.0,48640.0,33.9,0.159
EXC,Exelon,1.33,45370.0,0.0672,0.1049,5.007,-0.0315,5312.0,6.0,36630.0,38.15,0.0692
EXCOF,Exco Technologies,1.436,2427.0,0.1565,1.258,10.37,0.1278,79857.0,3.0,33793.0,7.935,-0.026
EXE.TO,Extendicare,6.166,3387.0,0.0992,0.5909,4.701,-0.0067,135283.0,7.0,83241.0,9.36,-0.0687
EXLS,ExlService Holdings,3.449,6361.0,0.1277,3.069,2.96,0.043,1648038.0,5.0,20000.0,59.26,0.0885
EXP,Eagle Materials,4.164,8606.0,0.1798,0.2376,4.02,0.0512,732966.0,8.0,52260.0,107.76,0.1708
EXPD,Expeditors International,5.52,53447.0,0.2237,3.504,3.828,0.0364,9830324.0,6.0,10910.0,60.34,0.074
EXPE,Expedia,5.31,21470.0,0.0802,1.783,1.681,0.0647,2065.0,8.0,22440.0,147.99,-0.0045
EXPO,Exponent,6.667,3630.0,0.1868,2.424,2.58,0.0277,1085759.0,9.0,19290.0,74.8,0.3077
EYUBY,Electricity Generating,0.921,6423.0,0.1242,0.1158,12.7,-0.0011,0.0,5.0,23030.0,17.5,0.0
EZPW,EZCORP,0.8161,10556.0,0.0394,3.444,1.242,0.0471,5235446.0,3.0,51039.0,9.4,0.1975
F,Ford Motor,1.489,65040.0,0.1229,1.199,4.965,0.2216,3619.0,4.0,48020.0,12.31,0.1011
FAF,First American Financial,1.732,14890.0,0.121,3.374,7.473,0.0783,5604411.0,6.0,55310.0,49.95,0.1324
FANG,Diamondback Energy,2.018,21972.0,0.0901,0.0427,4.068,-0.2942,1121.0,4.0,97240.0,99.09,0.1527
FANH,Fanhua,1.711,3922.0,0.0938,32.55,5.056,0.0331,1646169.0,6.0,92678.0,15.01,0.7253
FANUY,Fanuc,3.371,55872.0,0.1358,0.3652,4.007,0.0326,1546053.0,7.0,41090.0,21.2,0.1047
FARM,Farmer Bros,2.459,5362.0,0.1223,0.7689,5.899,-0.0813,7522693.0,4.0,52896.0,31.4,0.0572
